timestamp,table_id,occupancy_count,waiter_count,is_occupied
3.0075516693163755,table_1,0,0,0
3.0075516693163755,table_2,0,0,0
3.0075516693163755,table_3,0,0,0
3.0075516693163755,table_4,0,0,0
3.0075516693163755,table_5,0,0,0
3.0075516693163755,table_6,0,0,0
3.0075516693163755,table_7,0,0,0
3.0075516693163755,table_8,0,0,0
3.0075516693163755,table_9,0,0,0
6.015103338632751,table_1,0,0,0
6.015103338632751,table_2,0,0,0
6.015103338632751,table_3,0,0,0
6.015103338632751,table_4,0,0,0
6.015103338632751,table_5,0,0,0
6.015103338632751,table_6,0,0,0
6.015103338632751,table_7,0,0,0
6.015103338632751,table_8,0,0,0
6.015103338632751,table_9,0,0,0
9.022655007949126,table_1,0,0,0
9.022655007949126,table_2,0,0,0
9.022655007949126,table_3,0,0,0
9.022655007949126,table_4,0,0,0
9.022655007949126,table_5,0,0,0
9.022655007949126,table_6,0,0,0
9.022655007949126,table_7,0,0,0
9.022655007949126,table_8,0,0,0
9.022655007949126,table_9,0,0,0
12.030206677265502,table_1,0,0,0
12.030206677265502,table_2,0,0,0
12.030206677265502,table_3,0,0,0
12.030206677265502,table_4,0,0,0
12.030206677265502,table_5,0,0,0
12.030206677265502,table_6,0,0,0
12.030206677265502,table_7,0,0,0
12.030206677265502,table_8,0,0,0
12.030206677265502,table_9,0,0,0
15.037758346581876,table_1,0,0,0
15.037758346581876,table_2,0,0,0
15.037758346581876,table_3,0,0,0
15.037758346581876,table_4,0,0,0
15.037758346581876,table_5,0,0,0
15.037758346581876,table_6,0,0,0
15.037758346581876,table_7,0,0,0
15.037758346581876,table_8,0,0,0
15.037758346581876,table_9,0,0,0
18.045310015898252,table_1,0,0,0
18.045310015898252,table_2,0,0,0
18.045310015898252,table_3,0,0,0
18.045310015898252,table_4,0,0,0
18.045310015898252,table_5,0,0,0
18.045310015898252,table_6,0,0,0
18.045310015898252,table_7,0,0,0
18.045310015898252,table_8,0,0,0
18.045310015898252,table_9,0,0,0
21.052861685214626,table_1,0,0,0
21.052861685214626,table_2,0,0,0
21.052861685214626,table_3,0,0,0
21.052861685214626,table_4,0,0,0
21.052861685214626,table_5,0,0,0
21.052861685214626,table_6,0,0,0
21.052861685214626,table_7,0,0,0
21.052861685214626,table_8,0,0,0
21.052861685214626,table_9,0,0,0
